House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
108,Belle Street,Dawn,Clements,39,Head,Single,Female,Film/video editor,None,No Religion
108,Belle Street,Lawrence,Holmes,44,Partner,Single,Male,Special effects artist,None,No Religion
109,Belle Street,Max,Ward,63,Head,Single,Male,Financial adviser,None,Christian
109,Belle Street,Natasha,Pearce,18,None,Single,Female,Student,None,
109,Belle Street,Frederick,Read,63,None,Single,Male,Community pharmacist,None,Christian
109,Belle Street,Charlotte,Noble,45,None,Single,Female,Human resources officer,Unhealthy,Christian
109,Belle Street,Aimee,Whitehead,52,None,Single,Female,Health and safety adviser,None,No Religion
110,Belle Street,Glen,Wilson,43,Head,Married,Male,Midwife,None,Christian
110,Belle Street,Abigail,Wilson,46,Wife,Married,Female,Contractor,None,No Religion
110,Belle Street,Joel,Wilson,22,Son,Single,Male,University Student,None,Christian
110,Belle Street,Bruce,Wilson,21,Son,Single,Male,University Student,None,Christian
110,Belle Street,Jean,Wilson,14,Daughter,NA,Female,Student,None,No Religion
111,Belle Street,Guy,Edwards,64,Head,Single,Male,Manufacturing engineer,None,Christian
111,Belle Street,Phillip,Preston,13,Grandson,NA,Male,Student,None,NA
112,Belle Street,Nathan,Marshall,59,Head,Single,Male,"Physicist, medical",None,Christian
112,Belle Street,Alison,Marsh,59,Partner,Single,Female,Magazine journalist,None,Christian
113,Belle Street,Lorraine,Wells,24,Head,Single,Female,Environmental consultant,None,Christian
113,Belle Street,Ashleigh,Ford,43,None,Single,Female,Risk analyst,None,Christian
113,Belle Street,June,Thomas,23,None,Single,Female,Dentist,None,Christian
113,Belle Street,Jordan,Watson,37,None,Single,Male,Unemployed,None,Christian
113,Belle Street,Barbara,Rice,64,None,Single,Female,Fast food restaurant manager,None,Christian
114,Belle Street,Allan,Porter,66,Head,Widowed,Male,"Civil engineer, contracting",None,Christian
115,Belle Street,Catherine,Moore,42,Head,Single,Female,Health promotion specialist,None,Christian
115,Belle Street,Terry,Lee,47,None,Single,Male,Airline pilot,None,No Religion
115,Belle Street,Arthur,Bennett,61,None,Single,Male,Banker,None,Christian
116,Belle Street,Lynda,Wheeler,35,Head,Married,Female,Geoscientist,None,Christian
116,Belle Street,Gavin,Wheeler,33,Husband,Married,Male,Education administrator,None,Christian
116,Belle Street,Gemma,Wheeler,4,Daughter,NA,Female,Child,None,No Religion
116,Belle Street,Denis,Wheeler,3,Son,NA,Male,Child,None,Christian
117,Belle Street,Jonathan,Moss,65,Head,Married,Male,"Engineer, agricultural",None,Christian
117,Belle Street,Jemma,Moss,63,Wife,Married,Female,"Accountant, chartered public finance",None,Christian
118,Belle Street,Terry,Hall,41,Head,Single,Male,Sport and exercise psychologist,None,Christian
118,Belle Street,Jane,Gray,30,None,Single,Female,Arboriculturist,None,No Religion
119,Belle Street,Frances,Butler,72,Head,Married,Female,Retired Claims inspector/assessor,None,No Religion
119,Belle Street,Beverley,Butler,72,Wife,Married,Female,"Retired Scientist, research (maths)",None,No Religion
120,Belle Street,Gail,Moore,37,Head,Married,Female,Database administrator,None,Christian
120,Belle Street,Kyle,Moore,39,Husband,Married,Male,"Development worker, community",None,Christian
120,Belle Street,Jay,Moore,15,Son,NA,Male,Student,None,Christian
120,Belle Street,Gary,Moore,14,Son,NA,Male,Student,None,No Religion
120,Belle Street,Leslie,Moore,12,Son,NA,Male,Student,None,Christian
121,Belle Street,Katy,Hewitt,22,Head,Married,Female,University Student,None,Christian
121,Belle Street,Harry,Smith,22,Husband,Married,Male,University Student,None,Christian
122,Belle Street,Helen,Jones,76,Head,Married,Female,Retired Product manager,None,Christian
122,Belle Street,Kieran,Jones,80,Husband,Married,Male,Retired Higher education careers adviser,None,Christian
123,Belle Street,Carole,Lewis,51,Head,Married,Female,Human resources officer,None,Christian
123,Belle Street,Kevin,Lewis,54,Husband,Married,Male,Publishing copy,None,No Religion
124,Belle Street,Fiona,Kay,55,Head,Single,Female,Technical author,None,Christian
124,Belle Street,Lewis,Barber,61,Partner,Single,Male,Theatre stage manager,None,No Religion
124,Belle Street,Mohammed,Kay,20,Son,Divorced,Male,University Student,None,Christian
124,Belle Street,Billy,Kay,17,Son,NA,Male,Student,None,Christian
125,Belle Street,Angela,Rogers,51,Head,Single,Female,Building control surveyor,None,Christian
125,Belle Street,Annette,Rogers,30,Daughter,Single,Female,Commercial/residential surveyor,None,Christian
125,Belle Street,Dale,Rogers,29,Son,Single,Male,Radio broadcast assistant,None,Christian
126,Belle Street,Kim,Ford,32,Head,Single,Female,Leisure centre manager,None,Christian
126,Belle Street,Jack,Anderson,34,Partner,Single,Male,Banker,None,Christian
126,Belle Street,Kate,Ford,0,Daughter,NA,Female,Child,None,No Religion
127,Belle Street,Maureen,Bennett,62,Head,Single,Female,Associate Professor,None,Christian
128,Belle Street,Gail,Thomas,54,Head,Single,Female,Software engineer,Physical Disability,Christian
128,Belle Street,Barbara,Thompson,18,None,Single,Female,Student,None,
129,Belle Street,Gail,Stephens,44,Head,Married,Female,Investment analyst,None,Christian
129,Belle Street,Maurice,Stephens,44,Husband,Married,Male,"Pharmacist, hospital",None,No Religion
129,Belle Street,Paula,Harrison-Stephens,5,Daughter,NA,Female,Student,None,Christian
129,Belle Street,Jennifer,Wright,28,Sibling,Divorced,Female,Retail buyer,None,Muslim
129,Belle Street,Joanne,Johnson,41,Lodger,Single,Female,"Engineer, biomedical",None,Christian
130,Belle Street,Paula,Stevens,68,Head,Married,Female,Retired Retail buyer,Blind,Christian
130,Belle Street,Ashley,Stevens,67,Husband,Married,Male,Fisheries officer,None,No Religion
131,Belle Street,Heather,Phillips,70,Head,Divorced,Female,Retired Comptroller,None,No Religion
131,Belle Street,Eileen,Payne-Phillips,24,Granddaughter,Single,Female,Clinical psychologist,None,No Religion
131,Belle Street,Peter,Payne-Phillips,22,Grandson,Divorced,Male,Trade mark attorney,None,No Religion
132,Belle Street,Georgina,Wood,52,Head,Divorced,Female,Arts development officer,None,Christian
133,Belle Street,Diane,Parker,63,Head,Married,Female,Radio broadcast assistant,None,Christian
133,Belle Street,Gordon,Parker,71,Husband,Married,Male,Retired Osteopath,None,No Religion
133,Belle Street,Laura,Parker,29,Daughter,Single,Female,Technical brewer,None,Christian
134,Belle Street,Ryan,Iqbal,46,Head,Single,Male,"Surveyor, building control",None,No Religion
135,Belle Street,Robin,Crawford,45,Head,Single,Male,Learning disability nurse,None,Christian
135,Belle Street,Lindsey,Chapman,43,Partner,Single,Female,"Development worker, international aid",None,Christian
136,Belle Street,Laura,Williams,21,Head,Single,Female,University Student,None,No Religion
136,Belle Street,Joel,Lowe,18,None,Single,Male,University Student,None,No Religion
137,Belle Street,Graeme,Riley,45,Head,Single,Male,Regulatory affairs officer,None,No Religion
137,Belle Street,Judith,Mason,45,Partner,Single,Female,Housing manager/officer,None,No Religion
138,Belle Street,Frederick,Grant,37,Head,Single,Male,Health promotion specialist,None,Christian
138,Belle Street,Alison,Khan,37,Partner,Single,Female,"Engineer, technical sales",None,Christian
139,Belle Street,Rachael,Fry,47,Head,Single,Female,"Designer, multimedia",None,Christian
139,Belle Street,Leslie,Patel,46,Partner,Single,Male,"Therapist, occupational",None,No Religion
139,Belle Street,Shannon,Fry,15,Daughter,NA,Female,Student,None,Christian
140,Belle Street,Stuart,Pearson,79,Head,Married,Male,"Retired Teacher, early years/pre",None,Christian
140,Belle Street,Lesley,Pearson,79,Wife,Married,Female,Retired Arts administrator,None,Christian
141,Belle Street,Catherine,Price,53,Head,Married,Female,"Designer, textile",None,Christian
141,Belle Street,Matthew,Price,56,Husband,Married,Male,Set designer,None,Christian
141,Belle Street,Eileen,Price,9,Daughter,NA,Female,Student,None,Christian
142,Belle Street,Paul,Cook,63,Head,Single,Male,Equality and diversity officer,None,Christian
142,Belle Street,Benjamin,Herbert,38,None,Single,Male,Structural engineer,None,Christian
142,Belle Street,Gerard,Thorpe,60,None,Single,Male,Logistics and distribution manager,None,No Religion
142,Belle Street,Nicholas,Thorpe,41,None,Single,Male,Orthoptist,None,Christian
143,Belle Street,Francis,Bradshaw,60,Head,Married,Male,"Horticulturist, amenity",None,Christian
143,Belle Street,Kate,Bradshaw,57,Wife,Married,Female,Human resources officer,None,No Religion
144,Belle Street,Brandon,Turner,66,Head,Married,Male,"Surveyor, land/geomatics",None,No Religion
144,Belle Street,Karen,Turner,65,Wife,Married,Female,Careers adviser,None,No Religion
145,Belle Street,Diana,Smith,43,Head,Married,Female,Clinical biochemist,None,Christian
145,Belle Street,Samuel,,48,Husband,Married,Male,"Physicist, medical",None,Christian
145,Belle Street,Gerard,Smith-Humphreys,4,Son,NA,Male,Child,None,Christian
145,Belle Street,Olivia,Smith-Humphreys,3,Daughter,NA,Female,Child,None,No Religion
146,Belle Street,Elaine,Thomas,50,Head,Married,Female,Clinical cytogeneticist,None,No Religion
146,Belle Street,Sam,Thomas,54,Husband,Married,Male,"Radiographer, therapeutic",None,No Religion
146,Belle Street,Natalie,Thomas,21,Daughter,Single,Female,University Student,None,No Religion
146,Belle Street,Bethany,Thomas,20,Daughter,Single,Female,University Student,None,No Religion
146,Belle Street,Chelsea,Thomas,5,Daughter,NA,Female,Student,None,No Religion
147,Belle Street,Jemma,Berry,78,Head,Married,Female,Retired Bookseller,None,Christian
147,Belle Street,Dale,Berry,75,Husband,Married,Male,"Retired Psychologist, clinical",None,Christian
148,Belle Street,Samantha,Cooper,42,Head,Married,Female,Aeronautical engineer,None,Christian
148,Belle Street,Elliott,Cooper,42,Husband,Married,Male,Film/video editor,None,Christian
148,Belle Street,Cameron,Cooper,10,Nephew,NA,Male,Student,None,NA
149,Belle Street,Judith,Bailey,58,Head,Single,Female,Civil Service administrator,None,Christian
149,Belle Street,Mark,Bates,45,None,Single,Male,Actuary,None,Christian
150,Belle Street,Jacqueline,Johnson,39,Head,Single,Female,Occupational psychologist,None,Christian
150,Belle Street,Jill,Johnson,5,Daughter,NA,Female,Student,None,NA
150,Belle Street,Kevin,Moore,55,Lodger,Single,Male,Chartered certified accountant,None,No Religion
151,Belle Street,Chloe,Brooks,75,Head,Widowed,Female,"Retired Engineer, manufacturing systems",None,Christian
152,Belle Street,Megan,Rowley,70,Head,Single,Female,Retired Museum/gallery conservator,None,Christian
152,Belle Street,Gillian,Rowley,33,Daughter,Single,Female,Financial controller,None,Christian
153,Belle Street,Sandra,Bennett,55,Head,Single,Female,Paediatric nurse,None,Christian
153,Belle Street,Oliver,Bennett,34,Son,Divorced,Male,Land/geomatics surveyor,None,No Religion
154,Belle Street,June,Sheppard,61,Head,Married,Female,Clinical embryologist,None,No Religion
154,Belle Street,Elliot,Sheppard,65,Husband,Married,Male,"Nurse, children's",None,No Religion
154,Belle Street,Lee,Sheppard,25,Son,Single,Male,Unemployed,None,No Religion
154,Belle Street,Kyle,Sheppard,15,Son,NA,Male,Student,None,No Religion
155,Belle Street,Joshua,White,46,Head,Married,Male,"Therapist, art",None,Christian
155,Belle Street,Lynda,White,43,Wife,Married,Female,Information officer,None,Christian
156,Belle Street,Wendy,Murphy,18,Head,Single,Female,Student,None,
157,Belle Street,Christine,Hamilton,29,Head,Single,Female,"Research officer, political party",None,Christian
157,Belle Street,Helen,Stewart,49,None,Single,Female,Health visitor,None,Christian
158,Belle Street,Mohammed,Kelly,20,Head,Divorced,Male,University Student,None,Christian
159,Belle Street,Susan,Brown,72,Head,Divorced,Female,Retired Patent examiner,None,Christian
159,Belle Street,Roy,Brown,7,Grandson,NA,Male,Student,None,NA
160,Belle Street,Carol,Tucker,67,Head,Widowed,Female,Sports administrator,Blind,Christian
161,Belle Street,Louise,Swift,79,Head,Widowed,Female,Retired Astronomer,None,Christian
162,Belle Street,Melissa,Fletcher,49,Head,Married,Female,Medical physicist,None,Christian
162,Belle Street,Howard,Fletcher,55,Husband,Married,Male,Chemical engineer,None,Christian
163,Belle Street,Kate,Cunningham,68,Head,Widowed,Female,Unemployed,None,Christian
163,Belle Street,James,Kemp-Cunningham,39,Son,Single,Male,Operational researcher,None,Christian
163,Belle Street,Joyce,Kemp-Cunningham,31,Daughter,Single,Female,Recycling officer,None,Christian
163,Belle Street,Allan,Kemp-Cunningham,27,Son,Single,Male,Psychiatrist,None,Christian
163,Belle Street,Jack,Kemp-Cunningham,23,Son,Single,Male,Unemployed,None,Christian
164,Belle Street,Tony,Carpenter,39,Head,Single,Male,Management consultant,None,Christian
164,Belle Street,Ian,Andrews-Carpenter,6,Nephew,NA,Male,Student,None,NA
165,Belle Street,Sylvia,Carter,62,Head,Divorced,Female,Child psychotherapist,None,No Religion
165,Belle Street,Julian,Carter,39,Son,Single,Male,"Teacher, English as a foreign language",None,No Religion
165,Belle Street,June,Carter,29,Daughter,Divorced,Female,Retail manager,None,No Religion
166,Belle Street,Pauline,Chamberlain,40,Head,Divorced,Female,"Chemist, analytical",None,No Religion
166,Belle Street,Craig,West,49,Lodger,Single,Male,Unemployed,None,Christian
166,Belle Street,Pamela,Rhodes,52,Lodger,Single,Female,"Embryologist, clinical",None,Christian
167,Belle Street,Kathleen,Stephens,68,Head,Widowed,Female,Retired Financial controller,None,Muslim
168,Belle Street,Georgia,Jones,25,Head,Married,Female,"Biochemist, clinical",None,No Religion
168,Belle Street,Reece,Jones,24,Husband,Married,Male,Unemployed,None,No Religion
168,Belle Street,Georgia,Jones,23,Cousin,Single,Female,Retail manager,None,No Religion
168,Belle Street,Lindsey,Jones,31,Cousin,Single,Female,Furniture designer,None,No Religion
168,Belle Street,Jacqueline,Joyce,38,Cousin,Single,Female,Land,None,No Religion
169,Belle Street,Philip,Yates,39,Head,Single,Male,"Accountant, chartered certified",None,Christian
170,Belle Street,Marie,Phillips,65,Head,Married,Female,Forensic psychologist,None,Christian
170,Belle Street,Adrian,Phillips,65,Husband,Married,Male,"Surveyor, insurance",None,Christian
171,Belle Street,Katie,Jordan,42,Head,Married,Female,Oceanographer,None,No Religion
171,Belle Street,Billy,Jordan,40,Husband,Married,Male,Senior tax professional/tax inspector,None,No Religion
1,Statue Centers,Tracy,Dunn,89,Head,Widowed,Female,"Retired Clinical scientist, histocompatibility and immunogenetics",None,Christian
2,Statue Centers,Joan,Dunn,36,Head,Married,Female,Financial manager,None,Muslim
2,Statue Centers,Henry,Dunn,35,Husband,Married,Male,Dentist,None,Muslim
2,Statue Centers,Paul,Dunn,9,Son,NA,Male,Student,None,Muslim
2,Statue Centers,Terence,Dunn,7,Son,NA,Male,Student,None,No Religion
2,Statue Centers,Norman,Dunn,3,Son,NA,Male,Child,None,Muslim
2,Statue Centers,Denis,Jones,54,Lodger,Single,Male,"Teacher, music",None,Sikh
3,Statue Centers,Denise,Patel,44,Head,Single,Female,"Journalist, broadcasting",None,Christian
3,Statue Centers,Joan,Cox,52,None,Single,Female,Biomedical engineer,None,Christian
3,Statue Centers,Sylvia,Sharp,38,None,Single,Female,"Chemist, analytical",None,No Religion
4,Statue Centers,Maureen,Ryan,25,Head,Single,Female,"Therapist, drama",None,No Religion
4,Statue Centers,Andrea,Hayes,27,Partner,Single,Female,Medical illustrator,None,No Religion
4,Statue Centers,Eleanor,Ryan,4,Daughter,NA,Female,Child,None,No Religion
4,Statue Centers,Billy,Ryan,3,Son,NA,Male,Child,None,No Religion
5,Statue Centers,Tracey,Sinclair,65,Head,Married,Female,Psychotherapist,None,Christian
5,Statue Centers,Kyle,Sinclair,67,Husband,Married,Male,Theme park manager,None,Christian
6,Statue Centers,Josephine,Briggs,56,Head,Married,Female,Publishing copy,None,Christian
6,Statue Centers,Michael,Briggs,58,Husband,Married,Male,Occupational psychologist,None,Christian
6,Statue Centers,Claire,Briggs,23,Daughter,Single,Female,Firefighter,None,Christian
6,Statue Centers,Bryan,Briggs,19,Son,Single,Male,University Student,None,Christian
7,Statue Centers,Joan,Edwards,37,Head,Married,Female,Unemployed,None,No Religion
7,Statue Centers,Charles,Edwards,39,Husband,Married,Male,Art therapist,None,No Religion
7,Statue Centers,Helen,Edwards,10,Daughter,NA,Female,Student,None,No Religion
7,Statue Centers,Wendy,Edwards,8,Daughter,NA,Female,Student,None,No Religion
8,Statue Centers,Jemma,Smith,40,Head,Single,Female,"Horticulturist, amenity",None,Christian
8,Statue Centers,Denis,Read,43,Partner,Single,Male,"Designer, television/film set",None,Christian
